License First Date,Facility Status,Facility Telephone Number,Facility Number,Facility State,Regional Office,Inspection Visits,Other TypeA,Citation Numbers,POC Dates,Other TypeB,,"Complaint Information - Date, #Sub Alleg, # Inc Alleg, # TypeA, # TypeB .....",Other Visits,longitude,Facility Type,Inspection Visit Dates,Facility Zip,County Name,Facility Address,All Visit Dates,Complaint Visits,Licensee,Facility Name,Facility Administrator,Facility City,latitude,Inspect TypeB,Facility Capacity,Inspect TypeA,Total Visits,Last Visit Date,Other Visit Dates,Closed Date
9/28/1999,LICENSED,(209) 521-9877,507001326,CA,27,2,0,80019(e)(3),08/30/2013,0,"['0', '1', '0', '0']",11/26/2013,1,-121.000786,ADULT DAY PROGRAM,"06/02/2016, 08/29/2013",95356,STANISLAUS,4801A STRATOS WAY,"06/02/2016, 03/18/2015, 11/21/2013, 11/21/2013, 08/29/2013",2,"ARC OF STANISLAUS COUNTY, THE","ARC OF STANISLAUS-COMMUNITY TRAINING, THE",BETTY ARWOOD,MODESTO,37.709367,0,90,1,5,6/2/2016,03/18/2015,
2/6/2008,LICENSED,(805) 240-1620,565801544,CA,31,1,7,"82075(b), 82078, 82078, 82078, 82072(a)(1), 82064(c)(6), 82075(b), 82072(a)(1), 82068.5(a,b)(1), 82066(a)12(a), 82088(e), 82070(b)(18), 11-30-12, 82069(b)(5), 82068.3(a), 82061(a)(1)(D)","07/08/2015, 04/29/2015, 10/10/2014, 08/19/2013, 08/19/2013, 02/15/2013, 07/18/2011, 08/23/2013, 03/01/2013, 02/27/2014, 02/27/2014, 02/28/2013, 11/30/2012, 11/19/2012, 11/19/2012, 11/19/2012",5,"['1', '0', '0', '1', '03/08/2013', '1', '0', '0', '1']",08/22/2013,23,-119.178128,ADULT DAY PROGRAM,02/04/2014,93036,VENTURA,"416 NORTH A"" ST.""","09/01/2015, 07/06/2015, 04/27/2015, 12/10/2014, 11/21/2014, 10/10/2014, 09/15/2014, 08/27/2014, 04/10/2014, 02/04/2014, 01/23/2014, 11/13/2013, 08/19/2013, 08/09/2013, 08/09/2013, 05/01/2013, 04/26/2013, 02/25/2013, 02/13/2013, 11/05/2012, 10/19/2012, 09/14/2012, 08/20/2012, 07/06/2012, 07/18/2011, 07/18/2011",2,"ARC OF VENTURA COUNTY, INC., THE","ARC OF VENTURA COUNTY - OXNARD, THE",JUAN GARCIA,OXNARD,34.206183,2,90,0,26,9/1/2015,"09/01/2015, 07/06/2015, 04/27/2015, 12/10/2014, 11/21/2014, 10/10/2014, 09/15/2014, 08/27/2014, 04/10/2014, 01/23/2014, 11/13/2013, 08/19/2013, 08/09/2013, 05/01/2013, 04/26/2013, 02/13/2013, 11/05/2012, 10/19/2012, 09/14/2012, 08/20/2012, 07/06/2012, 07/18/2011, 07/18/2011",
6/1/2009,LICENSED,(619) 685-1175,374602842,CA,08,1,1,"80019(e)(2), 82072(a)(3) ","05/22/2014, 10/02/2012",0,,No Complaints,7,-117.128497,ADULT DAY PROGRAM,05/22/2014,92102,SAN DIEGO,3030 MARKET STREET,"06/04/2015, 06/03/2015, 05/28/2015, 01/22/2015, 11/06/2014, 08/14/2014, 05/22/2014, 09/21/2012",0,"ARC OF SAN DIEGO, THE",ARC SULPIZIO FAMILY ARC CENTER,MELANIE MCCOY,SAN DIEGO,32.712278,0,135,1,8,4/26/2016,"06/04/2015, 06/03/2015, 05/28/2015, 01/22/2015, 11/06/2014, 08/14/2014, 09/21/2012",
2/21/2007,LICENSED,(805) 520-0399,565801424,CA,31,1,0,"82087(a)(3), 82088(e)(3)","04/21/2015, 04/30/2015",0,,No Complaints,5,-118.692714,ADULT DAY PROGRAM,04/15/2015,93063,VENTURA,5143 COCHRAN STREET,"04/23/2015, 04/15/2015, 07/14/2014, 05/27/2014, 03/27/2012, 08/10/2011",0,"ARC VENTURA COUNTY, INCORPORATED",ARC VC-COCHRAN,JOANNE ABRUZZESE,SIMI VALLEY,34.279772,1,90,1,6,4/23/2015,"04/23/2015, 07/14/2014, 05/27/2014, 03/27/2012, 08/10/2011",
5/4/2005,LICENSED,(805) 389-7319,565801116,CA,31,1,8,"?1503.2, 82078, 82019(e) 2, 82065(f), 80078(a), 82072(a)123, 82019(e)(2), 82065.5(a), 82076(a)(1), 82088(e)(1), 82061(a)(1)(B), 82068.5(b)(1), 82061(a)(1)B, 82064(c)(15), 82068(7)","02/08/2016, 08/24/2012, 06/21/2011, 06/15/2011, 06/14/2011, 06/24/2011, 06/14/2011, 06/15/2011, 05/23/2014, 02/11/2016, 07/20/2011, 06/27/2011, 06/24/2011, 06/24/2011, 06/24/2011",6,,No Complaints,14,-119.077595,ADULT DAY PROGRAM,05/09/2014,93010,VENTURA,280 SKYWAY DRIVE,"04/12/2016, 04/12/2016, 02/17/2016, 02/12/2016, 02/05/2016, 09/25/2015, 09/14/2015, 07/16/2015, 09/29/2014, 05/09/2014, 08/20/2012, 07/20/2011, 07/20/2011, 06/21/2011, 06/14/2011",0,"ARC VENTURA COUNTY, INC.",ARC VENTURA COUNTY-SKYWAY DRIVE,KEVIN GIESREGEN,CAMARILLO,34.205948,1,106,0,15,4/12/2016,"04/12/2016, 04/12/2016, 02/17/2016, 02/12/2016, 02/05/2016, 09/25/2015, 09/14/2015, 07/16/2015, 09/29/2014, 08/20/2012, 07/20/2011, 07/20/2011, 06/21/2011, 06/14/2011",
10/31/2005,LICENSED,(805) 652-0541,197606385,CA,29,1,3,"82079(e)(3), 82087(a)(3), 80078(a), 80075(b)(1)(B) ","08/08/2014, 07/26/2013, 08/19/2011, 08/16/2013",1,,No Complaints,10,-119.265263,ADULT DAY PROGRAM,09/28/2015,93003,LOS ANGELES,295 S. ARCADE DRIVE,"03/18/2016, 11/19/2015, 09/28/2015, 02/11/2015, 12/04/2014, 08/05/2014, 07/08/2014, 07/26/2013, 05/08/2012, 10/03/2011, 08/19/2011",0,ARC VENTURA COUNTY,ARC VENTURA COUNTY(ARCADE),MARY KAY BURKE-SAWYER,VENTURA,34.27395,0,100,0,11,3/18/2016,"03/18/2016, 11/19/2015, 02/11/2015, 12/04/2014, 08/05/2014, 07/08/2014, 07/26/2013, 05/08/2012, 10/03/2011, 08/19/2011",
7/3/2002,LICENSED,(510) 568-3331,019200015,CA,15,1,1,"82088(e)(1), 82019(e)(1), 80068.2(d), 82087(a)","08/27/2011, 12/30/2014, 09/26/2011, 09/26/2011",0,,No Complaints,7,-122.147412,ADULT DAY PROGRAM,08/26/2011,94577,ALAMEDA,311 MACARTHUR BLVD.,"12/17/2015, 12/17/2015, 06/25/2015, 12/30/2014, 07/16/2014, 10/25/2013, 10/16/2013, 08/26/2011",0,STEPPING STONES GROWTH CENTER,"ARTFUL STEPS PROGRAM, THE","BEHR, JANET",SAN LEANDRO,37.740031,2,28,1,8,12/17/2015,"12/17/2015, 12/17/2015, 06/25/2015, 12/30/2014, 07/16/2014, 10/25/2013, 10/16/2013",
10/24/1997,LICENSED,(530) 242-0173,455000523,CA,25,1,1,"82087(a)(3), 82010","08/15/2014, 04/18/2013",0,,No Complaints,5,-122.3858,ADULT DAY PROGRAM,08/08/2014,96003,SHASTA,491 LAKE BLVD,"08/08/2014, 12/05/2013, 04/24/2013, 04/18/2013, 02/08/2012, 02/02/2012",0,ARTISTIC ENDEAVORS INC.,ARTISTIC ENDEAVORS,"CORY, LAURIE L.",REDDING,40.614231,0,45,1,6,8/8/2014,"12/05/2013, 04/24/2013, 04/18/2013, 02/08/2012, 02/02/2012",
8/31/2004,CLOSED,(510) 970-9750,079200069,CA,15,0,0,,,0,,No Complaints,0,-122.324945,ADULT DAY PROGRAM,,94805,CONTRA COSTA,12240 SAN PABLO AVE.,,0,"ASIAN COMMUNITY MENTAL HEALTH BOARD, INC.",ASIAN FAMILY RESOURCE CENTER,ESTHER WONG,RICHMOND,37.934672,0,30,0,0,11/5/2010,,1/3/2012
1/1/2012,LICENSED,(510) 970-9750,079200268,CA,15,0,0,,,0,,No Complaints,1,-122.324945,ADULT DAY PROGRAM,,94805,CONTRA COSTA,12240 SAN PABLO AVE,12/02/2011,0,CONTRA COSTA ARC,ASIAN FAMILY RESOURCE CENTER,MINDY MING-SAN LEE,RICHMOND,37.934672,0,30,0,1,12/2/2011,12/02/2011,
9/8/1997,LICENSED,(805) 527-1358,565800253,CA,31,1,2,"82078, 82065(a), 82054 (c)","03/28/2013, 03/28/2013, 03/28/2013",1,"['0', '5', '0', '0']",03/18/2015,3,-118.737686,ADULT DAY PROGRAM,07/19/2012,93063,VENTURA,3340 E. LOS ANGELES AVENUE,"04/15/2015, 12/19/2014, 08/20/2014, 03/28/2013, 07/19/2012, 06/07/2012",2,"ARC VENTURA COUNTY, NON-PROFIT CORPORATION",ASSOCIATION FOR RETARDED CITIZENS - VENTURA,PAULA JOHNSON,SIMI VALLEY,34.271746,0,90,0,6,9/3/2015,"04/15/2015, 03/28/2013, 06/07/2012",
5/4/1993,LICENSED,(909) 884-6484,360900865,CA,18,3,0,,,0,,No Complaints,3,-119.644845,ADULT DAY PROGRAM,"05/13/2014, 06/25/2013, 06/11/2012",92410,SAN BERNARDINO,796 E. SIXTH STREET,"11/12/2014, 05/13/2014, 06/25/2013, 06/10/2013, 03/07/2013, 06/11/2012",0,ASSOCIATION FOR RETARDED CITIZENS SAN BDNO AREA,ASSOCIATION FOR RETARDED CITIZENS SAN BDNO AREA,"OXNEVAD, KRISTINA",SAN BERNARDINO,36.325978,0,70,0,6,11/12/2014,"11/12/2014, 06/10/2013, 03/07/2013",
,PENDING,(805) 688-3263,425802103,CA,29,0,0,,,0,,No Complaints,0,-120.14005,ADULT DAY PROGRAM,,93463,SANTA BARBARA,636 ATTERDAG ROAD,,0,CHRISTOPHER W PARKER EXECUTIVE DIRECTOR,ATTERDAG VILLAGE OF SOLVANG,"PARKER, CHRISTOPHER W",SOLVANG,34.600923,0,8,0,0,,,
1/30/2002,LICENSED,(530) 888-6580,317001743,CA,27,2,0,"82087(a)(3), 82075(f), 82088(f)(1), 82087(a), 82092.1(5)(B), 82087(a)","03/27/2012, 03/27/2012, 04/02/2012, 04/16/2012, 04/02/2012, 04/16/2012",0,,No Complaints,1,-121.098556,ADULT DAY PROGRAM,"04/06/2016, 03/26/2012",95603,PLACER,11960 HERITAGE OAK PLACE #10,"04/06/2016, 06/11/2012, 03/26/2012",0,RESCARE CALIFORNIA DBA RCCA SERVICES,AUBURN CAP,TIFFANY HENRY,AUBURN,38.940536,3,50,3,3,4/6/2016,06/11/2012,
8/31/2011,CLOSED,(916) 354-9786,347004718,CA,27,0,0,,,0,,No Complaints,1,-121.085698,ADULT DAY PROGRAM,,95683,SACRAMENTO,15068 COZUMEL DRIVE,08/11/2011,0,AUNTIES NEIGHBORHOOD INC.,AUNTIES NEIGHBORHOOD,"HAINES, PAMELA",RANCHO MURIETA,38.490753,0,5,0,1,8/11/2011,08/11/2011,3/15/2012
5/10/1988,LICENSED,(323) 666-1121,191800735,CA,31,1,0,"82019(e)(1), 82087(a)(3), 82072(a)(1), 82065(g)(1), 82065(a), 82088(e)(1) , 82065.1(d)(1), 82068(a) , 82069(a)","01/15/2013, 01/22/2015, 02/12/2015, 01/15/2013, 01/15/2013, 02/05/2015, 02/05/2015, 02/05/2015, 02/05/2015",0,"['1', '2', '0', '1', '02/17/2013', '2', '4', '1', '2']",01/28/2015,0,-118.297078,ADULT DAY PROGRAM,01/22/2015,90027,LOS ANGELES,1510-12 N. KENMORE AVE.,"01/22/2015, 01/22/2015, 01/22/2015, 01/15/2013, 01/15/2013, 01/15/2013",5,"MARTIN, JR., WILLIAM WILEY",AUTUMN COTTAGE ADULT DAY CARE,"MARTIN, WILLIAM W.",LOS ANGELES,34.098554,4,40,1,6,1/22/2015,,
2/1/1990,LICENSED,(626) 564-0191,191221427,CA,28,3,0,"82065 (i)(2), 82087(a), 82069(b)(1), 82065.1(d), 82087(a)","01/18/2013, 01/29/2013, 02/10/2012, 02/10/2012, 02/10/2012",0,"['0', '2', '0', '0']",10/27/2011,1,-118.092625,ADULT DAY PROGRAM,"01/15/2015, 01/18/2013, 01/27/2012",91107,LOS ANGELES,60 NORTH DAISY AVENUE,"01/15/2015, 01/24/2013, 01/18/2013, 01/27/2012, 08/29/2011",1,LUTHERAN SOCIAL SERVICES OF SOUTHERN CALIFORNIA,AVANTI ADULT SERVICES,MARTIN GORDON,PASADENA,34.147307,4,131,1,5,1/15/2015,01/24/2013,
8/17/2010,LICENSED,(530) 550-8034,297004640,CA,27,1,0,"82068.3(a), 82092.1(a)(5), 82019(e)(2)","02/26/2013, 02/26/2013, 02/26/2013",0,"['1', '1', '1', '0']",09/27/2013,0,-120.181715,ADULT DAY PROGRAM,02/25/2013,96161,NEVEDA,11025 PIONEER TRAIL #102,"02/25/2013, 02/25/2013, 02/25/2013",2,CHOICES TRANSITIONAL SERVICES (TAAP DAY PROGRAM),AVENUES,"HOWARD, ALLYSON",TRUCKEE,39.334504,0,30,2,3,2/25/2013,,
4/13/2015,LICENSED,(442) 999-5740,374603572,CA,08,0,0,,,0,,No Complaints,4,-117.088278,ADULT DAY PROGRAM,,92025,SAN DIEGO,562 W GRAND AVENUE,"06/11/2015, 03/12/2015, 03/11/2015, 08/12/2014",0,AVID BEHAVIORAL DAY PROGRAM CORP,AVID BEHAVIORAL DAY PROGRAM,SARAI MARCELIN,ESCONDIDO,33.118673,0,30,0,4,6/11/2015,"06/11/2015, 03/12/2015, 03/11/2015, 08/12/2014",
,CLOSED,(760) 691-9622,374603553,CA,08,0,0,,,0,,No Complaints,0,-117.075478,ADULT DAY PROGRAM,,92025,SAN DIEGO,"1408 S ESCONDIDO BLVD, SUITE A",,0,AVID BEHAVIORAL DAY PROGRAM CORP,AVID BEHAVIORAL DAY PROGRAM CORP,"MAHARAJ, LORENA",ESCONDIDO,33.108475,0,30,0,0,,,2/25/2014
6/20/2012,CLOSED,(530) 392-4820,317004994,CA,27,1,0,,,0,,No Complaints,5,-121.096896,ADULT DAY PROGRAM,09/16/2014,95603,PLACER,11768 ATWOOD ROAD #30,"10/09/2014, 10/09/2014, 09/16/2014, 09/16/2014, 05/22/2012, 04/05/2012",0,"A.I.M & ASSOCIATES, INC.",A.I.M. & ASSOCIATES-510 ADULT DEVELOPMENT PROGRAM,"BRANDON, JANET D.",AUBURN,38.933757,0,30,0,6,9/16/2014,"10/09/2014, 10/09/2014, 09/16/2014, 05/22/2012, 04/05/2012",9/17/2015
9/16/2015,LICENSED,(530) 575-5251,317005904,CA,27,0,0,,,0,,No Complaints,1,-121.099629,ADULT DAY PROGRAM,,95603,PLACER,11930 HERITAGE OAK PLACE STE.4,09/09/2015,0,"A.I.M. & ASSOCIATES, INC.","A.I.M. & ASSOCIATES, 510 ADULT DEVELOPMENT PROGRAM",JANET D. BRANDON,AUBURN,38.940291,0,30,0,1,9/9/2015,09/09/2015,
1/5/1999,LICENSED,(925) 825-0263,075600310,CA,15,1,4,"82087(e)		, 82087(a), 82087(b)	, 82010","10/31/2013, 10/31/2013, 10/31/2013, 05/29/2013",0,,No Complaints,4,-122.034012,ADULT DAY PROGRAM,03/15/2013,94520,CONTRA COSTA,"2151 SALVIO ST., SUITE V","10/30/2013, 06/26/2013, 05/29/2013, 05/29/2013, 03/15/2013",0,"FUTURES EXPLORED, INC.",A.L.I.V.E,"MUSANTE, PENNY",CONCORD,37.977935,0,45,0,5,10/30/2013,"10/30/2013, 06/26/2013, 05/29/2013, 05/29/2013",
11/14/2005,LICENSED,(661) 945-7290,197605704,CA,31,2,1,"82087(a)(3), 82072(a)(1), 80061(b), 82068.2(b), 82075(f), 82068.3(a), 82075(b)","10/25/2011, 10/17/2012, 08/29/2014, 07/10/2015, 07/10/2015, 11/01/2011, 02/05/2013",1,"['0', '1', '0', '0', '03/11/2015', '1', '1', '0', '1', '01/29/2015', '0', '2', '0', '0']",12/03/2015,20,-118.141041,ADULT DAY PROGRAM,"10/25/2011, 07/02/2015",93534,LOS ANGELES,646 WEST LANCASTER BLVD.,"12/11/2015, 12/04/2015, 11/16/2015, 08/12/2015, 07/02/2015, 01/15/2015, 12/15/2014, 11/06/2014, 10/31/2014, 08/27/2014, 04/02/2014, 02/07/2014, 02/07/2014, 02/07/2014, 11/14/2013, 09/19/2013, 07/19/2013, 04/09/2013, 02/05/2013, 01/18/2013, 11/14/2012, 10/17/2012, 06/22/2012, 06/08/2012, 04/02/2012, 10/25/2011",4,ANTELOPE VALLEY FOUNDATION FOR THE D.D.'S,A.V. FOUNDATION FOR THE DEVELOPMENTALLY DISABLED,"STEVEN E. SULTAN, PH.D.",LANCASTER,34.69756,3,228,1,26,12/11/2015,"12/11/2015, 12/04/2015, 08/12/2015, 11/06/2014, 10/31/2014, 04/02/2014, 02/07/2014, 02/07/2014, 02/07/2014, 11/14/2013, 09/19/2013, 07/19/2013, 04/09/2013, 02/05/2013, 01/18/2013, 11/14/2012, 10/17/2012, 06/22/2012, 06/08/2012, 04/02/2012",
6/1/2009,LICENSED,(650) 312-9407,419210083,CA,14,3,1,"80019(e)(2), 82065(g)(1)","10/20/2011, 08/05/2013",0,,No Complaints,4,-122.308847,ADULT DAY PROGRAM,"05/29/2015, 04/11/2014, 08/15/2013",94403,SAN MATEO,191 WEST 25TH AVENUE,"05/29/2015, 04/11/2014, 04/04/2014, 04/04/2014, 08/15/2013, 05/04/2012, 10/19/2011",0,B AND L LEE DAY PROGRAM,B AND L LEE DAY PROGRAM,JENNIFER OCTABIANO,SAN MATEO,37.543069,1,32,0,7,5/29/2015,"04/04/2014, 04/04/2014, 05/04/2012, 10/19/2011",
8/11/2001,LICENSED,(510) 601-1074,015600591,CA,15,1,1,"82087(a)(3), 82088(e)(1), 82022(f), 82022(c)(1-4)","06/25/2013, 03/21/2012, 07/05/2013, 07/05/2013",0,,No Complaints,2,-122.269236,ADULT DAY PROGRAM,06/25/2013,94609,ALAMEDA,5714 MARTIN LUTHER KING WAY,"06/25/2013, 06/25/2013, 03/20/2012",0,BAY AREA COMMUNITY SERVICES,BACS ADULT DAY CARE SERVICES,"MACAULIFFE, BARBARA",OAKLAND,37.842488,2,30,1,3,6/25/2013,"06/25/2013, 03/20/2012",
1/25/2006,LICENSED,(510) 656-7742,019200193,CA,15,1,0,"82087(a)(3), 82075(f), 82066(a)(10), 82065.5(b)","01/13/2015, 01/19/2015, 01/19/2015, 01/19/2015",0,,No Complaints,3,-121.969471,ADULT DAY PROGRAM,01/12/2015,94538,ALAMEDA,40963 GRIMMER BLVD,"01/12/2015, 01/12/2015, 09/08/2011, 07/27/2011",0,"BAY AREA COMMUNITY SERVICES, INC",BACS ADULT DAY CARE/FREMONT,PRISCILLA MATHEWS,FREMONT,37.532099,3,42,1,4,08/07/2015,"01/12/2015, 09/08/2011, 07/27/2011",
6/1/1982,LICENSED,(661) 834-2272,150403669,CA,24,1,6,"82072(a)(1), 82078, 80078(a), 80078(a), 82078, 82074(c), 82072(a)(3), 80075(b), 82061(a)","02/23/2015, 07/30/2015, 02/23/2015, 12/30/2014, 03/22/2012, 08/18/2011, 06/30/2011, 04/02/2014, 03/22/2012",2,"['1', '0', '1', '0', '04/08/2014', '0', '1', '0', '0']",05/20/2015,10,-119.002254,ADULT DAY PROGRAM,02/09/2016,93307,KERN,2240 SOUTH UNION AVENUE,"02/11/2016, 02/09/2016, 07/29/2015, 07/10/2015, 02/23/2015, 02/23/2015, 12/30/2014, 03/26/2014, 01/17/2013, 12/04/2012, 12/04/2012, 03/22/2012, 08/18/2011, 06/30/2011",3,BAKERSFIELD ASSOCIATION FOR RETARDED CITIZENS,BAKERSFIELD ASSOC. FOR RETARDED CITIZENS(BARC),"HALLMAN, DOROTHY",BAKERSFIELD,35.322505,0,180,0,14,2/11/2016,"02/11/2016, 07/29/2015, 07/10/2015, 02/23/2015, 12/30/2014, 03/26/2014, 12/04/2012, 03/22/2012, 08/18/2011, 06/30/2011",
6/11/2001,CLOSED,(805) 815-3233,565800670,CA,29,0,7,"80078, 82075(a), 82078, 82065.5, 82054(c), 82072(a)(3), 82088(a)(1), 82087(a)(3), 82022(a)","06/28/2011, 04/17/2015, 08/30/2013, 02/04/2013, 01/16/2013, 01/31/2013, 01/18/2013, 01/18/2013, 05/19/2014",1,"['0', '1', '0', '0', '04/20/2015', '0', '1', '0', '0', '08/20/2014', '0', '1', '0', '0', '08/20/2014', '0', '3', '0', '0', '08/01/2014', '0', '1', '0', '0', '07/13/2014', '0', '1', '0', '0', '02/07/2013', '0', '1', '0', '0', '07/08/2011', '1', '0', '1', '0']",04/24/2015,14,-119.195619,ADULT DAY PROGRAM,,93030,VENTURA,421 S. VENTURA RD. STE#30,"04/15/2015, 04/15/2015, 03/16/2015, 01/09/2015, 09/15/2014, 07/28/2014, 06/30/2014, 05/14/2014, 05/14/2014, 04/11/2014, 02/19/2014, 08/30/2013, 08/21/2013, 05/22/2013, 02/13/2013, 02/01/2013, 02/01/2013, 01/16/2013, 06/25/2012, 05/02/2012, 01/20/2012, 06/28/2011",8,BONITA BALLARD,BALLARD VOCATIONAL SERVICE CENTER,BONITA BALLARD,OXNARD,34.19821,0,30,0,22,4/15/2015,"04/15/2015, 01/09/2015, 09/15/2014, 05/14/2014, 04/11/2014, 08/30/2013, 08/21/2013, 05/22/2013, 02/13/2013, 02/01/2013, 01/16/2013, 06/25/2012, 05/02/2012, 01/20/2012",2/23/2015
2/23/2015,LICENSED,(805) 815-3233,565801913,CA,29,0,0,,,0,,No Complaints,4,-118.251076,ADULT DAY PROGRAM,,93030,VENTURA,"3151 WEST 5TH STREET, #102","01/20/2016, 09/17/2015, 09/04/2015, 05/01/2014",0,"BALLARD, BONITA",BALLARD VOCATIONAL SERVICE CENTER,BONITA BALLARD,OXNARD,34.048471,0,60,0,4,5/16/2016,"01/20/2016, 09/17/2015, 09/04/2015, 05/01/2014",
8/14/1997,LICENSED,(760) 256-1030,366401845,CA,18,2,1,82019(e)(1),04/11/2014,0,,No Complaints,3,-116.999192,ADULT DAY PROGRAM,"08/17/2015, 06/18/2013",92311,SAN BERNARDINO,120 CAL AVENUE,"08/17/2015, 04/11/2014, 06/18/2013, 01/11/2012, 08/01/2011",0,BARSTOW EMPLOYMENT SPECIALIZED TRAINING OPPORTUNIT,BARSTOW EMPLOYMENT SPECIALIZED TRAINING OPPORTUNIT,KARIN ETHERIDGE,BARSTOW,34.889666,0,48,0,5,8/17/2015,"04/11/2014, 01/11/2012, 08/01/2011",
9/2/2010,LICENSED,(951) 735-5084,336424627,CA,18,1,0,,,0,"['0', '1', '0', '0']",07/16/2014,4,-121.284417,ADULT DAY PROGRAM,09/30/2011,92882,RIVERSIDE,1121 BRADFORD CIRCLE,"03/02/2015, 12/12/2014, 07/21/2014, 03/06/2014, 04/18/2012, 09/30/2011",1,MITZIE YODITES,BASIC OCCUPATIONAL TRAINING CENTER,"YODITES, MITZIE",CORONA,38.102978,0,65,0,6,3/2/2015,"03/02/2015, 12/12/2014, 07/21/2014, 04/18/2012",
4/26/2004,CLOSED,(951) 788-2349,336408864,CA,18,1,2,"82075(a), 82078","04/22/2014, 04/22/2014",0,"['0', '1', '0', '0']",01/09/2016,10,-117.349395,ADULT DAY PROGRAM,01/22/2013,92501,RIVERSIDE,1044 E. LA CADENA,"01/06/2016, 10/14/2014, 04/15/2014, 04/15/2014, 12/15/2013, 07/01/2013, 01/22/2013, 11/26/2012, 11/07/2012, 09/25/2012, 04/18/2012, 10/19/2011",1,MITZIE YODITES AS THE BASIC OCCUPATIONAL TRAINING,BASIC OCCUPATIONAL TRAINING CENTER,MITZIE YODITES,RIVERSIDE,34.003645,0,90,0,12,1/6/2016,"10/14/2014, 04/15/2014, 04/15/2014, 12/15/2013, 07/01/2013, 11/26/2012, 11/07/2012, 09/25/2012, 04/18/2012, 10/19/2011",4/15/2015
4/15/2015,LICENSED,(951) 788-2349,336426342,CA,18,0,4,"82061(A)(1)(e), 82061(a)(1)(E), 82078, 82078","10/28/2015, 10/28/2015, 10/28/2015, 10/28/2015",0,,No Complaints,4,-117.349395,ADULT DAY PROGRAM,,92507,RIVERSIDE,1044 E. LA CADENA,"04/08/2016, 10/27/2015, 08/03/2015, 12/12/2014",0,"YODITES & ASSOCIATES MANAGEMENT, LLC.",BASIC OCCUPATIONAL TRAINING CENTER,MITZIE YODITES,RIVERSIDE,34.003645,0,90,0,4,4/8/2016,"04/08/2016, 10/27/2015, 08/03/2015, 12/12/2014",
5/21/2004,LICENSED,(951) 487-2725,336409381,CA,18,1,0,"82065.1 (d)(a), 82064 (d), 82088(a)(1), 82076 (13)	, 80076(a)(7)","06/16/2016, 06/16/2016, 06/02/2016, 06/02/2016, 06/02/2016",0,"['0', '2', '0', '0']",02/21/2014,6,-116.96673,ADULT DAY PROGRAM,05/26/2016,92583,RIVERSIDE,1215 BUENA VISTA,"05/26/2016, 09/17/2015, 01/13/2015, 09/22/2014, 07/18/2014, 01/23/2014, 04/16/2013, 04/16/2013",1,"YODITES & ASSOCIATES MANAGEMENT, LLC",BASIC OCCUPATIONAL TRAINING CENTER SAN JACINTO,MITZIE YODITES,SAN JACINTO,33.775345,5,45,0,8,5/26/2016,"09/17/2015, 01/13/2015, 09/22/2014, 07/18/2014, 04/16/2013, 04/16/2013",
5/21/2004,LICENSED,(951) 657-8028,336409382,CA,18,2,1,"82019(e)(3), 80078(a)","04/28/2016, 12/15/2015",0,"['0', '1', '0', '0']",01/29/2014,20,-117.254994,ADULT DAY PROGRAM,"04/27/2016, 06/24/2015",92571,RIVERSIDE,1323 JET WAY,"05/24/2016, 04/27/2016, 12/29/2015, 12/15/2015, 12/01/2015, 10/29/2015, 10/26/2015, 10/16/2015, 06/24/2015, 06/24/2015, 10/14/2014, 01/16/2014, 01/16/2014, 11/01/2013, 10/09/2013, 06/27/2013, 12/13/2012, 11/16/2012, 09/26/2012, 07/25/2012, 05/10/2012, 05/03/2012, 04/18/2012",1,"YODITES & ASSOCIATES MANAGEMENT, LLC","BASIC OCCUPATIONAL TRAINING CENTER, INC.",MITZIE YODITES,PERRIS,33.863774,0,105,1,23,5/24/2016,"05/24/2016, 12/29/2015, 12/15/2015, 12/01/2015, 10/29/2015, 10/26/2015, 10/16/2015, 06/24/2015, 10/14/2014, 01/16/2014, 01/16/2014, 11/01/2013, 06/27/2013, 12/13/2012, 11/16/2012, 09/26/2012, 07/25/2012, 05/10/2012, 05/03/2012, 04/18/2012",
8/13/2009,LICENSED,(510) 830-6068,019200344,CA,15,1,0,"?1568.092, 82087(a)(3)(A), 82064(d), 82075(g)(1), 82065.1(d)(1), 82066(a), 82076 (a)(1), 82087(a)","06/03/2014, 06/03/2014, 06/10/2014, 06/10/2014, 06/10/2014, 06/10/2014, 06/10/2014, 06/10/2014",0,"['0', '2', '0', '0', '08/04/2014', '1', '0', '1', '0']",11/07/2014,0,-122.198052,ADULT DAY PROGRAM,06/03/2014,94601,ALAMEDA,5607 HOLWAY STREET,"10/29/2014, 06/03/2014, 06/03/2014",2,COMMUNITY HOUSING ALTERNATIVES INC.,BAY AREA ADULT DAY PROGRAM,CARLA HENRY,OAKLAND,37.769619,6,18,1,3,10/29/2014,,
